央视频道,#genre#
固安电视,http://101.17.192.171:8007/rtp/239.253.93.109:6276
大厂电视,http://106.113.149.200:2222/rtp/239.254.201.71:5310
大厂电视,http://101.17.192.171:8007/rtp/239.253.92.253:6244
大名电视,http://101.17.192.171:8007/rtp/239.253.93.186:6354
大名电视,http://106.113.149.200:2222/rtp/239.254.201.149:6212
大城电视,http://106.113.149.200:2222/rtp/239.254.201.34:5308
大城电视,http://101.17.192.171:8007/rtp/239.253.92.230:6068
央广购物,http://106.113.149.200:2222/rtp/239.254.201.202:7268
孟村电视,http://106.113.149.200:2222/rtp/239.254.201.38:5329
宁晋电视,http://106.113.149.200:2222/rtp/239.254.201.51:5375
宁晋电视,http://101.17.192.171:8007/rtp/239.253.93.51:6204
安平电视,http://106.113.149.200:2222/rtp/239.254.201.42:5348
安平电视,http://101.17.192.171:8007/rtp/239.253.93.36:6189
安新电视,http://106.113.149.200:2222/rtp/239.254.201.99:6255
安新电视,http://101.17.192.171:8007/rtp/239.253.93.107:6274
定兴电视,http://101.17.192.171:8007/rtp/239.253.93.14:6167
定兴电视,http://106.113.149.200:2222/rtp/239.254.200.172:5246
定州电视,http://106.113.149.200:2222/rtp/239.254.201.74:6251
定州电视,http://101.17.192.171:8007/rtp/239.253.93.95:6260
家家购物,http://106.113.149.200:2222/rtp/239.254.201.144:7262
家有购物,http://106.113.149.200:2222/rtp/239.254.201.80:7192
容城电视,http://106.113.149.200:2222/rtp/239.254.201.102:6256
容城电视,http://101.17.192.171:8007/rtp/239.253.93.110:6277
宽城新闻,http://101.17.192.171:8007/rtp/239.253.93.117:6019
尚义电视,http://101.17.192.171:8007/rtp/239.253.93.163:6331
山东教育,http://106.113.149.200:2222/rtp/239.254.200.247:4120
山东教育,http://101.17.192.171:8007/rtp/239.253.92.106:6135
崇礼电视,http://101.17.192.171:8007/rtp/239.253.93.147:6315
崇礼电视,http://106.113.149.200:2222/rtp/239.254.201.117:5267
巨鹿电视,http://101.17.192.171:8007/rtp/239.253.92.254:6449
平乡电视,http://101.17.192.171:8007/rtp/239.253.93.53:6206
平乡电视,http://106.113.149.200:2222/rtp/239.254.201.53:5378
平泉电视,http://106.113.149.200:2222/rtp/239.254.200.177:5286
平泉电视,http://101.17.192.171:8007/rtp/239.253.92.156:6012
广宗电视,http://101.17.192.171:8007/rtp/239.253.93.50:6203
广宗电视,http://106.113.149.200:2222/rtp/239.254.201.50:5373
广平电视,http://101.17.192.171:8007/rtp/239.253.93.66:6231
广平电视,http://106.113.149.200:2222/rtp/239.254.201.70:5220
康保电视,http://101.17.192.171:8007/rtp/239.253.93.165:6333
康保电视,http://106.113.149.200:2222/rtp/239.254.201.135:5270
廊坊公共,http://101.17.192.171:8007/rtp/239.253.92.166:6037
廊坊公共,http://106.113.149.200:2222/rtp/239.254.200.184:6000
廊坊新闻,http://106.113.149.200:2222/rtp/239.254.200.183:6000
廊坊新闻,http://101.17.192.171:8007/rtp/239.253.92.164:6036
张北电视,http://101.17.192.171:8007/rtp/239.253.93.159:6327
张北电视,http://106.113.149.200:2222/rtp/239.254.201.130:5271
张家口公共,http://101.17.192.171:8007/rtp/239.253.92.226:8116
张家口公共,http://106.113.149.200:2222/rtp/239.254.200.36:6000
张家口新闻综合,http://101.17.192.171:8007/rtp/239.253.92.225:8115
张家口新闻综合,http://106.113.149.200:2222/rtp/239.254.200.35:6000
徐水电视,http://106.113.149.200:2222/rtp/239.254.201.147:6260
徐水电视,http://101.17.192.171:8007/rtp/239.253.93.182:6350
快乐购,http://106.113.149.200:2222/rtp/239.254.201.79:7196
成安电视,http://101.17.192.171:8007/rtp/239.253.93.178:6346
成安电视,http://106.113.149.200:2222/rtp/239.254.201.143:6210
承德公共,http://101.17.192.171:8007/rtp/239.253.92.223:8113
承德公共,http://106.113.149.200:2222/rtp/239.254.200.33:6000
承德新闻综合,http://101.17.192.171:8007/rtp/239.253.92.222:8112
承德新闻综合,http://106.113.149.200:2222/rtp/239.254.200.32:6000
承德电视,http://101.17.192.171:8007/rtp/239.253.94.28:6627
抚宁电视,http://101.17.192.171:8007/rtp/239.253.93.201:6379
抚宁电视,http://106.113.149.200:2222/rtp/239.254.201.213:5232
故城电视,http://106.113.149.200:2222/rtp/239.254.201.126:5362
故城电视,http://101.17.192.171:8007/rtp/239.253.93.161:6329
文安电视,http://106.113.149.200:2222/rtp/239.254.201.103:5314
文安电视,http://101.17.192.171:8007/rtp/239.253.93.111:6278
无极电视,http://101.17.192.171:8007/rtp/239.253.92.138:6222
无极电视,http://106.113.149.200:2222/rtp/239.254.200.220:5167
昌黎电视,http://106.113.149.200:2222/rtp/239.254.201.61:5230
昌黎电视,http://101.17.192.171:8007/rtp/239.253.92.109:6217
晋州电视,http://101.17.192.171:8007/rtp/239.253.93.156:6324
晋州电视,http://106.113.149.200:2222/rtp/239.254.201.127:5184
景县电视,http://106.113.149.200:2222/rtp/239.254.200.240:5350
景县电视,http://101.17.192.171:8007/rtp/239.253.93.38:6191
曲周电视,http://101.17.192.171:8007/rtp/239.253.93.54:6207
曲周电视,http://106.113.149.200:2222/rtp/239.254.200.236:5210
曲阳电视,http://101.17.192.171:8007/rtp/239.253.93.31:6184
曲阳电视,http://106.113.149.200:2222/rtp/239.254.200.242:5265
望都电视,http://101.17.192.171:8007/rtp/239.253.93.32:6185
望都电视,http://106.113.149.200:2222/rtp/239.254.201.56:6246
极速汽车,http://106.113.149.200:2222/rtp/239.254.201.168:6362
枣强电视,http://101.17.192.171:8007/rtp/239.253.93.166:6334
枣强电视,http://106.113.149.200:2222/rtp/239.254.201.136:5363
柏乡电视,http://106.113.149.200:2222/rtp/239.254.201.140:5383
柏乡电视,http://101.17.192.171:8007/rtp/239.253.93.171:6339
栾城电视,http://101.17.192.171:8007/rtp/239.253.92.187:6051
栾城电视,http://106.113.149.200:2222/rtp/239.254.200.215:5173
武安电视,http://101.17.192.171:8007/rtp/239.253.93.62:6215
武安电视,http://106.113.149.200:2222/rtp/239.254.201.6:5216
武强电视,http://101.17.192.171:8007/rtp/239.253.93.79:6245
武邑电视,http://106.113.149.200:2222/rtp/239.254.201.8:5355
每日健身,http://106.113.149.200:2222/rtp/239.254.201.174:7245
永清电视,http://101.17.192.171:8007/rtp/239.253.93.172:6340
永清电视,http://106.113.149.200:2222/rtp/239.254.201.141:5316
沙河电视,http://101.17.192.171:8007/rtp/239.253.93.179:6347
沙河电视,http://106.113.149.200:2222/rtp/239.254.200.181:5369
沧州公共,http://101.17.192.171:8007/rtp/239.253.92.122:6016
沧州公共,http://106.113.149.200:2222/rtp/239.254.200.43:6000
沧州影视娱乐,http://106.113.149.200:2222/rtp/239.254.200.44:6000
沧州影视娱乐,http://101.17.192.171:8007/rtp/239.253.92.123:6017
沧州新闻综合,http://106.113.149.200:2222/rtp/239.254.200.42:6000
沧州新闻综合,http://101.17.192.171:8007/rtp/239.253.92.121:6015
涉县电视,http://106.113.149.200:2222/rtp/239.254.201.97:5222
涉县电视,http://101.17.192.171:8007/rtp/239.253.93.106:6273
涞水电视,http://106.113.149.200:2222/rtp/239.254.201.10:5250
涞水电视,http://101.17.192.171:8007/rtp/239.253.93.17:6170
涞源电视,http://106.113.149.200:2222/rtp/239.254.200.213:5260
涞源电视,http://101.17.192.171:8007/rtp/239.253.93.22:6175
涿州电视,http://106.113.149.200:2222/rtp/239.254.201.17:5261
涿州电视,http://101.17.192.171:8007/rtp/239.253.93.27:6180
涿鹿电视,http://101.17.192.171:8007/rtp/239.253.93.181:6349
涿鹿电视,http://106.113.149.200:2222/rtp/239.254.201.145:5272
深州电视,http://106.113.149.200:2222/rtp/239.254.201.46:5357
深州电视,http://101.17.192.171:8007/rtp/239.253.93.42:6195
深泽电视,http://106.113.149.200:2222/rtp/239.254.201.108:5180
深泽电视,http://101.17.192.171:8007/rtp/239.253.94.31:6630
清河电视,http://101.17.192.171:8007/rtp/239.253.93.44:6197
清河电视,http://106.113.149.200:2222/rtp/239.254.200.170:5366
清苑电视,http://101.17.192.171:8007/rtp/239.253.93.24:6177
渤海电视,http://106.113.149.200:2222/rtp/239.254.201.35:5327
游戏竞技,http://106.113.149.200:2222/rtp/239.254.201.157:6269
满城电视,http://106.113.149.200:2222/rtp/239.254.200.222:5252
满城电视,http://101.17.192.171:8007/rtp/239.253.93.19:6172
滦南电视,http://106.113.149.200:2222/rtp/239.254.201.22:5191
滦南电视,http://101.17.192.171:8007/rtp/239.253.92.218:6100
滦州电视,http://101.17.192.171:8007/rtp/239.253.92.97:6138
滦州电视,http://106.113.149.200:2222/rtp/239.254.201.30:5196
滦平电视,http://101.17.192.171:8007/rtp/239.253.92.100:6142
滦平电视,http://106.113.149.200:2222/rtp/239.254.201.4:5291
玉田电视,http://101.17.192.171:8007/rtp/239.253.92.118:6133
玉田电视,http://106.113.149.200:2222/rtp/239.254.201.28:5194
盐山电视,http://106.113.149.200:2222/rtp/239.254.201.114:5334
盐山电视,http://101.17.192.171:8007/rtp/239.253.93.144:6312
石家庄娱乐,http://106.113.149.200:2222/rtp/239.254.200.29:6000
石家庄娱乐,http://101.17.192.171:8007/rtp/239.253.92.93:8120
石家庄新闻综合,http://106.113.149.200:2222/rtp/239.254.200.157:6000
石家庄新闻综合高清,http://101.17.192.171:8007/rtp/239.253.92.149:6035
石家庄生活,http://106.113.149.200:2222/rtp/239.254.200.30:6000
石家庄生活,http://101.17.192.171:8007/rtp/239.253.92.94:8121
石家庄都市,http://101.17.192.171:8007/rtp/239.253.92.95:8122
石家庄都市,http://106.113.149.200:2222/rtp/239.254.200.31:6000
秦皇岛公共,http://106.113.149.200:2222/rtp/239.254.200.40:6000
秦皇岛公共,http://101.17.192.171:8007/rtp/239.253.92.53:6022
秦皇岛影视,http://106.113.149.200:2222/rtp/239.254.200.41:6000
秦皇岛影视,http://101.17.192.171:8007/rtp/239.253.92.54:6023
秦皇岛新闻综合,http://101.17.192.171:8007/rtp/239.253.92.52:6021
秦皇岛新闻综合,http://106.113.149.200:2222/rtp/239.254.200.39:6000
网络棋牌,http://106.113.149.200:2222/rtp/239.254.201.159:7169
聚鲨环球精选,http://106.113.149.200:2222/rtp/239.254.201.81:7191
肃宁电视,http://101.17.192.171:8007/rtp/239.253.93.152:6320
肃宁电视,http://106.113.149.200:2222/rtp/239.254.201.122:5336
肥乡电视,http://106.113.149.200:2222/rtp/239.254.201.105:5223
衡水公共,http://101.17.192.171:8007/rtp/239.253.93.7:6160
衡水公共,http://106.113.149.200:2222/rtp/239.254.200.149:6000
衡水新闻综合,http://101.17.192.171:8007/rtp/239.253.93.3:6154
衡水新闻综合,http://106.113.149.200:2222/rtp/239.254.200.147:6000
赞皇电视,http://106.113.149.200:2222/rtp/239.254.200.244:5177
赞皇电视,http://101.17.192.171:8007/rtp/239.253.92.12:6042
赤城电视,http://106.113.149.200:2222/rtp/239.254.201.131:5269
赤城电视,http://101.17.192.171:8007/rtp/239.253.93.160:6328
赵县电视,http://106.113.149.200:2222/rtp/239.254.201.111:5183
赵县电视,http://101.17.192.171:8007/rtp/239.253.93.140:6308
足球频道,http://106.113.149.200:2222/rtp/239.254.201.169:6341
迁安电视,http://101.17.192.171:8007/rtp/239.253.93.113:6280
迁安电视,http://106.113.149.200:2222/rtp/239.254.201.109:5199
迁西电视,http://106.113.149.200:2222/rtp/239.254.201.26:5188
迁西电视,http://101.17.192.171:8007/rtp/239.253.92.247:6091
遵化电视,http://101.17.192.171:8007/rtp/239.253.93.177:6345
遵化电视,http://106.113.149.200:2222/rtp/239.254.201.146:5202
邢台城市生活,http://106.113.149.200:2222/rtp/239.254.200.152:6000
邢台城市生活,http://101.17.192.171:8007/rtp/239.253.93.10:6163
邢台综合,http://101.17.192.171:8007/rtp/239.253.93.8:6161
邢台综合,http://106.113.149.200:2222/rtp/239.254.200.150:6000
邯山电视,http://106.113.149.200:2222/rtp/239.254.201.116:5225
邯山电视,http://101.17.192.171:8007/rtp/239.253.93.146:6314
邯郸公共,http://106.113.149.200:2222/rtp/239.254.200.154:6000
邯郸公共,http://101.17.192.171:8007/rtp/239.253.93.12:6165
邯郸新闻综合,http://106.113.149.200:2222/rtp/239.254.200.153:6000
邯郸新闻综合,http://101.17.192.171:8007/rtp/239.253.93.11:6164
邯郸科技教育,http://106.113.149.200:2222/rtp/239.254.200.155:6000
邯郸科技教育,http://101.17.192.171:8007/rtp/239.253.93.13:6166
邱县电视,http://106.113.149.200:2222/rtp/239.254.201.129:6209
邱县电视,http://101.17.192.171:8007/rtp/239.253.93.158:6326
阜城电视,http://106.113.149.200:2222/rtp/239.254.201.98:5361
阜城电视,http://101.17.192.171:8007/rtp/239.253.93.168:6336
阜平电视,http://101.17.192.171:8007/rtp/239.253.93.16:6169
阜平电视,http://106.113.149.200:2222/rtp/239.254.201.40:5248
陶瓷,http://106.113.149.200:2222/rtp/239.254.201.21:7175
隆化电视,http://106.113.149.200:2222/rtp/239.254.201.142:5296
隆化电视,http://101.17.192.171:8007/rtp/239.253.93.174:6342
隆尧电视,http://101.17.192.171:8007/rtp/239.253.93.65:6230
隆尧电视,http://106.113.149.200:2222/rtp/239.254.201.69:5379
雄县电视,http://106.113.149.200:2222/rtp/239.254.201.94:6254
霸州电视,http://106.113.149.200:2222/rtp/239.254.200.4:5313
霸州综合,http://101.17.192.171:8007/rtp/239.253.93.209:6387
青县电视,http://106.113.149.200:2222/rtp/239.254.201.112:5333
青县电视,http://101.17.192.171:8007/rtp/239.253.93.139:6307
靓妆,http://106.113.149.200:2222/rtp/239.254.200.122:6249
音像世界（DOXTV）,http://106.113.149.200:2222/rtp/239.254.201.175:7243
顺平电视,http://101.17.192.171:8007/rtp/239.253.93.148:6316
顺平电视,http://106.113.149.200:2222/rtp/239.254.201.118:6257
饶阳电视,http://101.17.192.171:8007/rtp/239.253.93.40:6193
饶阳电视,http://106.113.149.200:2222/rtp/239.254.201.44:5353
馆陶电视,http://106.113.149.200:2222/rtp/239.254.201.106:5224
馆陶电视,http://101.17.192.171:8007/rtp/239.253.93.115:6282
香河电视,http://101.17.192.171:8007/rtp/239.253.92.185:6049
香河电视,http://106.113.149.200:2222/rtp/239.254.201.32:5306
马拉松,http://106.113.149.200:2222/rtp/239.254.201.173:7246
高碑店电视,http://101.17.192.171:8007/rtp/239.253.93.23:6176
高碑店电视,http://106.113.149.200:2222/rtp/239.254.200.210:5254
高邑电视,http://106.113.149.200:2222/rtp/239.254.201.24:5170
高邑电视,http://101.17.192.171:8007/rtp/239.253.92.160:6041
高阳电视,http://101.17.192.171:8007/rtp/239.253.93.105:6272
高阳电视,http://106.113.149.200:2222/rtp/239.254.201.96:6253
魏县电视,http://106.113.149.200:2222/rtp/239.254.201.148:6211
魏县电视,http://101.17.192.171:8007/rtp/239.253.93.185:6353
鸡泽电视,http://106.113.149.200:2222/rtp/239.254.201.60:5218
鸡泽电视,http://101.17.192.171:8007/rtp/239.253.93.64:6219
鹿泉电视,http://106.113.149.200:2222/rtp/239.254.201.204:6166
黄骅电视,http://101.17.192.171:8007/rtp/239.253.92.183:6047
黄骅电视,http://106.113.149.200:2222/rtp/239.254.201.36:5325

港·澳·台,#genre#
凤凰卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/1.m3u8
凤凰卫视,http://113.117.74.107:8081/hls/37/index.m3u8
凤凰卫视,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83
凤凰卫视,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/1.m3u8
凤凰资讯,http://113.117.74.99:8081/hls/36/index.m3u8
凤凰资讯,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156407
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
凤凰香港,http://113.117.74.107:8081/hls/38/index.m3u8
凤凰香港,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=153402
TVBS,http://198.16.100.90:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS新闻台,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
TVBS新闻台,http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd
TVBS欢乐台,http://198.16.100.90:8278/tvbshuanle_twn/playlist.m3u8?tid=MA9A4111409641114096&ct=19225&tsum=600f3056bba6413dec3155efd19e2d20
TVBS欢乐台,http://198.16.100.90:8278/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219
翡翠台,http://198.16.100.90:8278/jade_twn/playlist.m3u8?tid=MDAD1890217018902170&ct=19249&tsum=36346362d72a1e85802fa5d3eee3861c
星河台,http://198.16.100.90:8278/Xinhe/playlist.m3u8?tid=MCFC2010151520101515&ct=19249&tsum=a8fd0cb32ef01d8472773a604402a683
三立戏剧,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立戏剧,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2
三立综合,http://198.16.100.90:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
三立综合,http://50.7.238.114:8278/sanlizhonghe/playlist.m3u8?tid=MF4F9472920894729208&ct=19249&tsum=874aaa2015440b417746e5c11fa40220
东森戏剧,http://198.16.100.90:8278/ettvdrama/playlist.m3u8?tid=ME1E3883142638831426&ct=19225&tsum=12c87a5fab65a0ba071cebce86313f45
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MC4C3328955833289558&ct=19249&tsum=d68431432600bbf503d95f629f3acc11
东森洋片,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=MB7B8303252483032524&ct=19249&tsum=14f89967cdf6c504230be29a87cc54f0
东森洋片,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee
东森电影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b
东森电影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=md2ba4c243ed411481253&ct=17874&tsum=4637ffbc3260e78931b566300e618313
东森综合,http://198.16.100.90:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
东森综合,http://198.16.100.90:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f
东森财经,http://198.16.100.90:8278/ettvcaijing_twn/playlist.m3u8?tid=MB8B2069463920694639&ct=19249&tsum=05ff51a1b274ce7d31d05bbf11df18ad
东森财经,http://198.16.100.90:8278/ettvcaijing_twn/playlist.m3u8?tid=MD5D9010164090101640&ct=19225&tsum=cc229773020f89af853b23d81e0e6371
中天亚洲,http://198.16.100.90:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天娱乐,http://198.16.100.90:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天新闻,http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
中天新闻,http://198.16.100.90:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天综合,http://198.16.100.90:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中视,http://198.16.100.90:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
中视,http://198.16.100.90:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视新闻,http://198.16.100.90:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻,http://198.16.100.90:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中视新闻,http://198.16.100.90:8278/zhongshinews_twn/playlist.m3u8?tid=MD8D4836803548368035&ct=19226&tsum=a2f06c15a5e9c4dc67565c2b8598c8da
中视经典,http://198.16.100.90:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲旅游,http://198.16.100.90:8278/asiatravel_twn/playlist.m3u8?tid=MA8A2387916023879160&ct=19254&tsum=bd472a07b6e15f36c0540fb3becc3d6c
亚洲旅游,http://198.16.100.90:8278/asiatravel_twn/playlist.m3u8?tid=MF2F4967516549675165&ct=19225&tsum=3b56404a8f861c7fef6ac79a798e4a8c
八大戏剧,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大戏剧,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m4a65d3abd9ee13871929&ct=17924&tsum=8e5ef501e42d00cdc6a761ca3dc693d8
八大戏剧,http://198.16.100.90:8278/badadrama/playlist.m3u8?tid=m6e4372d7fc8217605152&ct=17874&tsum=d9af89e299560350336e22c1418e6b54
八大第一,http://198.16.100.90:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大第一,http://198.16.100.90:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
八大第一,http://198.16.100.90:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大第一,http://50.7.238.114:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
八大综合 ,http://198.16.100.90:8278/badazhonghe/playlist.m3u8?tid=MCFC9951205299512052&ct=19249&tsum=dc4ca0de5e57c9f4caee0bb4e80c098a
八大综合,http://198.16.100.90:8278/badazhonghe/playlist.m3u8?tid=MCFC9951205299512052&ct=19249&tsum=dc4ca0de5e57c9f4caee0bb4e80c098a
八大综合,http://198.16.100.90:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大综合,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=MCFC9951205299512052&ct=19249&tsum=dc4ca0de5e57c9f4caee0bb4e80c098a
八大综合,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
公视,http://198.16.100.90:8278/ctv_taiwan/playlist.m3u8?tid=MDCD6096520560965205&ct=19249&tsum=64237c7ffa0c00b62657a938247bcab0
动物星球,http://198.16.100.90:8278/AnimalPlanet/playlist.m3u8?tid=MD5D8455808984558089&ct=19254&tsum=899db3292c39fbba53680601a57ee552
动物星球,http://198.16.100.90:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
动物星球,http://50.7.238.114:8278/animalplanet_twn/playlist.m3u8?tid=MF4F9191603991916039&ct=19254&tsum=8eeac3e9b8c5f58ad74a17b9b4813ed1
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
博斯网球,http://198.16.100.90:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
博斯运动2,http://198.16.100.90:8278/bosisport2_twn/playlist.m3u8?tid=MDBD8051535180515351&ct=19225&tsum=807423eaabbb4cc188843b81db9cd79f
博斯运动2,http://198.16.100.90:8278/bosisport2_twn/playlist.m3u8?tid=ME9E7698135376981353&ct=19249&tsum=9eadcc8585f74357f09f1465844024c9
博斯运动2,http://198.16.100.90:8278/bosisport2_twn/playlist.m3u8?tid=mb50f39eebf51&ct=18335&tsum=4f8960c36a3e7f2b069d574293809283
博斯运动2http://198.16.100.90:8278/bosisport2_twn/playlist.m3u8?tid=MDBD8051535180515351&ct=19225&tsum=807423eaabbb4cc188843b81db9cd79f
博斯高球1,http://198.16.100.90:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
博斯高球1,http://198.16.100.90:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球2,http://198.16.100.90:8278/bosigolf2_twn/playlist.m3u8?tid=MF5F9848925298489252&ct=19225&tsum=2600464749aadbcd55d1c32ec071e36e
卫视中文,http://198.16.100.90:8278/weishichinese_twn/playlist.m3u8?tid=MA8A7894022878940228&ct=19226&tsum=c0323ce59263e0096d4181626874e17c
国家地理,http://198.16.100.90:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
国家地理野生,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=MDDD9803492998034929&ct=18393&tsum=b276f2598186cdc8f4c513d89bfc2032
国家地理野生,http://198.16.100.90:8278/natgeowild_twn/playlist.m3u8?tid=MF6F5354447153544471&ct=19249&tsum=fcc679b64dded7ec1ff6a0f09e335f38
大爱1,http://198.16.100.90:8278/daai_twn/playlist.m3u8?tid=ME5E3594665135946651&ct=19249&tsum=1628ac38fd6a79879fccae39de8e845b
